TYPE,CODE_,CODE_CPT,gwl,a
CPT,159808,159808,,
CPT,159809,159809,,
CPT,159810,159810,,
CPT,159811,159811,,
CPT,159812,159812,,
CPT,159813,159813,,
CPT,159814,159814,,
CPT,159815,159815,,
CPT,159817,159817,,
CPT,159818,159818,,
CPT,159819,159819,,
CPT,159820,159820,,
CPT,159821,159821,,
CPT,159822,159822,,
CPT,159873,159873,,0.8
CPT,159874,159874,,0.8
CPT,159919,159919,,0.8
CPT,159922,159922,,0.8
CPT,159925,159925,,0.8
CPT,159926,159926,,0.8
CPT,159929,159929,,0.8
CPT,159930,159930,,0.8
CPT,159982,159982,,
CPT,159983,159983,,
CPT,159984,159984,,
CPT,160037,160037,,
CPT,160038,160038,,
CPT,160039,160039,,
CPT,160040,160040,,
CPT,160041,160041,,
CPT,160042,160042,,
CPT,160043,160043,,
CPT,160044,160044,,
CPT,160048,160048,,0.8
CPT,160049,160049,,0.8
CPT,160050,160050,,0.8
CPT,160052,160052,,0.8
CPT,160053,160053,,0.8
CPT,160054,160054,,0.8
CPT,160058,160058,,0.8
CPT,160062,160062,,0.8
CPT,160257,160257,,
CPT,160259,160259,,
CPT,160266,160266,,
CPT,160267,160267,,
CPT,160268,160268,,0.8
CPT,160316,160316,,0.8
CPT,160320,160320,,0.8
CPT,160329,160329,,0.8
CPT,160330,160330,,0.8
CPT,160332,160332,,0.8
CPT,160333,160333,,0.8
CPT,160443,160443,,0.8
CPT,160474,160474,,
CPT,160475,160475,,
CPT,160476,160476,,
CPT,160477,160477,,
CPT,160478,160478,,
CPT,160479,160479,,
CPT,160480,160480,,
CPT,160481,160481,,
CPT,160484,160484,,
CPT,160485,160485,,
CPT,160486,160486,,
CPT,160487,160487,,
CPT,160489,160489,,
CPT,160490,160490,,
CPT,160491,160491,,
CPT,160608,160608,,
CPT,160609,160609,,
CPT,160625,160625,,
CPT,160626,160626,,
CPT,160627,160627,,
CPT,160660,160660,,
CPT,160662,160662,,
CPT,160666,160666,,
CPT,160667,160667,,
CPT,160668,160668,,
CPT,160672,160672,,
CPT,160673,160673,,
CPT,160674,160674,,
CPT,160723,160723,,0.79
CPT,160725,160725,,0.79
CPT,160726,160726,,0.79
CPT,160727,160727,,0.79
CPT,160737,160737,,
CPT,160738,160738,,
CPT,160739,160739,,
CPT,160740,160740,,
CPT,160741,160741,,
CPT,160742,160742,,
CPT,160743,160743,,
CPT,160744,160744,,
CPT,160745,160745,,
CPT,160754,160754,,0.8
CPT,160755,160755,,0.8
CPT,160773,160773,,
CPT,160774,160774,,
CPT,160775,160775,,
CPT,160776,160776,,
CPT,160777,160777,,
CPT,160790,160790,,
CPT,160791,160791,,
CPT,160792,160792,,
CPT,160793,160793,,
CPT,160808,160808,,0.8
CPT,160810,160810,,0.8
CPT,160811,160811,,
CPT,160812,160812,,
CPT,160813,160813,,
CPT,160818,160818,,
CPT,160819,160819,,
CPT,160820,160820,,
CPT,160821,160821,,
CPT,160822,160822,,
CPT,160823,160823,,
CPT,160824,160824,,
CPT,160825,160825,,
CPT,160826,160826,,
CPT,160827,160827,,
CPT,160828,160828,,
CPT,160829,160829,,
CPT,160830,160830,,
CPT,160831,160831,,
CPT,160832,160832,,
CPT,160834,160834,,
CPT,160835,160835,,
CPT,160836,160836,,
CPT,160837,160837,,
CPT,160838,160838,,
CPT,160839,160839,,
CPT,160840,160840,,
CPT,160841,160841,,
CPT,160924,160924,,
CPT,160926,160926,,
CPT,160927,160927,,
CPT,160928,160928,,
CPT,160929,160929,,
CPT,160944,160944,,
CPT,160945,160945,,
CPT,160946,160946,,
CPT,160947,160947,,
CPT,160948,160948,,
CPT,160960,160960,,
CPT,160961,160961,,
CPT,161015,161015,,0.8
CPT,161016,161016,,0.8
CPT,161036,161036,,0.8
CPT,161037,161037,,0.8
CPT,161050,161050,,
CPT,161069,161069,,
CPT,161071,161071,,
CPT,161072,161072,,
CPT,161076,161076,,
CPT,161078,161078,,
CPT,161100,161100,,
CPT,161101,161101,,
CPT,161102,161102,,
CPT,161159,161159,,
CPT,161161,161161,,
CPT,161187,161187,,0.8
CPT,161193,161193,,0.8
CPT,161200,161200,,0.8
CPT,161202,161202,,0.8
CPT,161233,161233,,0.8
CPT,161236,161236,,0.8
CPT,161238,161238,,0.8
CPT,161327,161327,,0.8
CPT,161328,161328,,0.8
CPT,161329,161329,,0.8
CPT,161346,161346,,
CPT,161349,161349,,
CPT,161352,161352,,0.8
CPT,161353,161353,,0.8
CPT,161370,161370,,0.8
CPT,161372,161372,,0.8
CPT,161373,161373,,0.8
CPT,161374,161374,,0.8
CPT,161376,161376,,0.8
CPT,161377,161377,,0.8
CPT,161399,161399,,0.8
CPT,161411,161411,,0.805
CPT,161421,161421,,0.8
CPT,161422,161422,,0.8
CPT,161423,161423,,0.8
CPT,161424,161424,,0.8
CPT,161431,161431,,0.8
CPT,161432,161432,,0.8
CPT,161433,161433,,0.8
CPT,161434,161434,,0.8
CPT,161435,161435,,0.8
CPT,161436,161436,,0.8
CPT,161438,161438,,0.8
CPT,161439,161439,,0.8
CPT,161523,161523,,
CPT,161541,161541,,0.8
CPT,161669,161669,,0.75
CPT,161670,161670,,0.75
CPT,161671,161671,,0.75
CPT,161672,161672,,0.75
CPT,161673,161673,,0.75
CPT,161674,161674,,0.75
CPT,161675,161675,,0.75
CPT,161679,161679,,0.8
CPT,161680,161680,,0.8
CPT,161681,161681,,0.8
CPT,161682,161682,,0.8
CPT,161684,161684,,
CPT,161685,161685,,0.8
CPT,161687,161687,,0.8
CPT,161692,161692,,0.8
CPT,161694,161694,,0.8
CPT,161695,161695,,0.8
CPT,161696,161696,,0.805
CPT,161697,161697,,0.8
CPT,161699,161699,,0.805
CPT,161700,161700,,0.805
CPT,161775,161775,,0.8
CPT,161776,161776,,0.8
CPT,161779,161779,,0.8
CPT,161780,161780,,
CPT,161781,161781,,
CPT,161783,161783,,
CPT,161785,161785,,
CPT,161786,161786,,0.8
CPT,161789,161789,,
CPT,161790,161790,,
CPT,161791,161791,,
CPT,161825,161825,,
CPT,161832,161832,,
CPT,161833,161833,,
CPT,161834,161834,,
CPT,161835,161835,,
CPT,161836,161836,,
CPT,161837,161837,,
CPT,161838,161838,,
CPT,161839,161839,,
CPT,161840,161840,,
CPT,161841,161841,,
CPT,161842,161842,,
CPT,161851,161851,,
CPT,161852,161852,,
CPT,161853,161853,,
CPT,161854,161854,,
CPT,161865,161865,,0.6759
CPT,161866,161866,,0.6759
CPT,161869,161869,,0.6759
CPT,161939,161939,,0.8
CPT,161944,161944,,0.8
CPT,161945,161945,,0.8
CPT,161971,161971,,0.8
CPT,161974,161974,,0.8
CPT,161975,161975,,0.8
CPT,162015,162015,,
CPT,162099,162099,,
CPT,162103,162103,,
CPT,162104,162104,,
CPT,162105,162105,,
CPT,162107,162107,,
CPT,162109,162109,,
CPT,162111,162111,,
CPT,162123,162123,,
CPT,162125,162125,,
CPT,162132,162132,,
CPT,162134,162134,,
CPT,162135,162135,,
CPT,162136,162136,,
CPT,162138,162138,,
CPT,162139,162139,,
CPT,162142,162142,,
CPT,162144,162144,,
CPT,162145,162145,,
CPT,162146,162146,,
CPT,162296,162296,,0.81
CPT,162297,162297,,0.81
CPT,162305,162305,,
CPT,162306,162306,,
CPT,162307,162307,,
CPT,162317,162317,,
CPT,162318,162318,,0.8
CPT,162319,162319,,
CPT,162325,162325,,0.8
CPT,162326,162326,,0.8
CPT,162327,162327,,0.8
CPT,162329,162329,,
CPT,162331,162331,,0.8
CPT,162333,162333,,
CPT,162340,162340,,
CPT,162341,162341,,
CPT,162342,162342,,
CPT,162343,162343,,
CPT,162344,162344,,
CPT,162345,162345,,
CPT,162346,162346,,
CPT,162353,162353,,
CPT,162354,162354,,
CPT,162356,162356,,
CPT,162357,162357,,
CPT,162358,162358,,
CPT,162359,162359,,
CPT,162363,162363,,
CPT,162364,162364,,
CPT,162374,162374,,
CPT,162377,162377,,
CPT,162396,162396,,0.8
CPT,162397,162397,,0.8
CPT,162413,162413,,0.8
CPT,162440,162440,,0.8
CPT,162441,162441,,0.8
CPT,162442,162442,,0.8
CPT,162444,162444,,0.8
CPT,162447,162447,,
CPT,162448,162448,,0.8
CPT,162450,162450,,0.8
CPT,162451,162451,,0.8
CPT,162452,162452,,0.8
CPT,162453,162453,,
CPT,162454,162454,,0.8
CPT,162457,162457,,0.805
CPT,162459,162459,,0.8
CPT,162460,162460,,0.8
CPT,162463,162463,,
CPT,162466,162466,,
CPT,162467,162467,,
CPT,162469,162469,,
CPT,162470,162470,,
CPT,162471,162471,,
CPT,162472,162472,,0.8
CPT,162473,162473,,0.8
CPT,162475,162475,,0.8
CPT,162476,162476,,0.8
CPT,162477,162477,,0.805
CPT,162478,162478,,0.8
CPT,162479,162479,,0.8
CPT,162480,162480,,0.8
CPT,162481,162481,,0.8
CPT,162483,162483,,
CPT,162485,162485,,
CPT,162486,162486,,
CPT,162487,162487,,
CPT,162488,162488,,
CPT,162489,162489,,
CPT,162490,162490,,
CPT,162491,162491,,
CPT,162492,162492,,
CPT,162493,162493,,
CPT,162501,162501,,0.8
CPT,162502,162502,,0.8
CPT,162503,162503,,0.8
CPT,162504,162504,,0.8
CPT,162505,162505,,0.8
CPT,162506,162506,,0.8
CPT,162522,162522,,
CPT,162526,162526,,
CPT,162531,162531,,
CPT,162545,162545,,
CPT,162549,162549,,
CPT,162563,162563,,0.81
CPT,162564,162564,,0.81
CPT,162565,162565,,0.81
CPT,162566,162566,,0.81
CPT,162567,162567,,0.81
CPT,162568,162568,,0.81
CPT,162569,162569,,0.81
CPT,162570,162570,,0.81
CPT,162571,162571,,
CPT,162572,162572,,0.81
CPT,162573,162573,,
CPT,162574,162574,,0.81
CPT,162576,162576,,
CPT,162577,162577,,0.81
CPT,162579,162579,,0.81
CPT,162580,162580,,
CPT,162581,162581,,0.81
CPT,162582,162582,,
CPT,162583,162583,,
CPT,162584,162584,,
CPT,162585,162585,,
CPT,162586,162586,,
CPT,162587,162587,,
CPT,162588,162588,,
CPT,162589,162589,,
CPT,162590,162590,,
CPT,162591,162591,,
CPT,162592,162592,,
CPT,162593,162593,,
CPT,162594,162594,,
CPT,162596,162596,,0.8
CPT,162664,162664,,
CPT,162668,162668,,
CPT,162696,162696,,0.8
CPT,162852,162852,,0.8
CPT,163484,163484,,0.8
CPT,163581,163581,,
CPT,163626,163626,,
CPT,163630,163630,,
CPT,163634,163634,,
CPT,163637,163637,,
CPT,163643,163643,,
CPT,163644,163644,,
CPT,163648,163648,,
CPT,163659,163659,,
CPT,163660,163660,,
CPT,163661,163661,,
CPT,163711,163711,,0.79
CPT,163715,163715,,0.79
CPT,163717,163717,,0.79
CPT,163718,163718,,0.79
CPT,163720,163720,,0.79
CPT,163722,163722,,0.79
CPT,163723,163723,,0.79
CPT,163845,163845,,
CPT,163928,163928,,
CPT,163964,163964,,0.85
CPT,163965,163965,,0.85
CPT,163966,163966,,0.85
CPT,164052,164052,,0.8
CPT,164053,164053,,0.8
CPT,164137,164137,,
CPT,164166,164166,,0.8
CPT,164172,164172,,0.8
CPT,164256,164256,,0.8
CPT,164257,164257,,0.8
CPT,164415,164415,,
CPT,164442,164442,,
CPT,164656,164656,,
CPT,164665,164665,,
CPT,164700,164700,,
CPT,164701,164701,,
CPT,164702,164702,,
CPT,164703,164703,,
CPT,164704,164704,,
CPT,164706,164706,,0.8
CPT,164915,164915,,0.8
CPT,164937,164937,,0.8
CPT,164948,164948,,0.8
CPT,164953,164953,,0.8
CPT,164958,164958,,0.8
CPT,164973,164973,,0.79
CPT,164976,164976,,0.79
CPT,164978,164978,,0.79
CPT,164979,164979,,0.79
CPT,164983,164983,,0.79
CPT,164987,164987,,0.79
CPT,164988,164988,,0.79
CPT,164990,164990,,0.79
CPT,165087,165087,,0.8
CPT,165088,165088,,0.8
CPT,165089,165089,,0.8
CPT,165150,165150,,
CPT,165189,165189,,0.85
CPT,165193,165193,,0.85
CPT,165196,165196,,0.85
CPT,165198,165198,,0.85
CPT,165199,165199,,0.85
CPT,165202,165202,,0.85
CPT,165267,165267,,
CPT,165268,165268,,
CPT,165269,165269,,
CPT,165270,165270,,
CPT,165271,165271,,
CPT,165272,165272,,
CPT,165273,165273,,
CPT,165277,165277,,
CPT,165278,165278,,
CPT,165281,165281,,
CPT,165295,165295,,
CPT,165301,165301,,
CPT,165302,165302,,0.8
CPT,165303,165303,,
CPT,165304,165304,,0.8
CPT,165305,165305,,
CPT,165310,165310,,
CPT,165324,165324,,
CPT,165331,165331,,
CPT,165359,165359,,
CPT,165362,165362,,
CPT,165369,165369,,
CPT,165372,165372,,
CPT,165375,165375,,
CPT,165379,165379,,
CPT,165380,165380,,
CPT,165382,165382,,
CPT,165383,165383,,
CPT,165384,165384,,
CPT,165386,165386,,
CPT,165387,165387,,
CPT,165389,165389,,
CPT,165395,165395,,
CPT,165397,165397,,
CPT,165400,165400,,
CPT,165402,165402,,0.8
CPT,165405,165405,,
CPT,165408,165408,,0.8
CPT,165412,165412,,0.8
CPT,165414,165414,,0.8
CPT,165418,165418,,0.8
CPT,165421,165421,,0.8
CPT,165477,165477,,0.8
CPT,165674,165674,,0.81
CPT,165675,165675,,0.81
CPT,165708,165708,,0.81
CPT,165729,165729,,0.8
CPT,165730,165730,,0.8
CPT,165731,165731,,0.8
CPT,165732,165732,,0.8
CPT,165733,165733,,0.8
CPT,165734,165734,,0.8
CPT,165735,165735,,0.8
CPT,165736,165736,,0.8
CPT,165737,165737,,0.8
CPT,165761,165761,,0.81
CPT,165762,165762,,0.81
CPT,165763,165763,,0.81
CPT,165766,165766,,0.81
CPT,165768,165768,,0.81
CPT,165769,165769,,0.81
CPT,165770,165770,,0.81
CPT,165771,165771,,0.81
CPT,165790,165790,,0.81
CPT,165791,165791,,0.81
CPT,165792,165792,,0.81
CPT,165810,165810,,
CPT,165860,165860,,0.8
CPT,165861,165861,,0.8
CPT,165862,165862,,0.8
CPT,165863,165863,,0.8
CPT,165864,165864,,0.8
CPT,165865,165865,,0.8
CPT,165874,165874,,0.8
CPT,165875,165875,,0.8
CPT,165892,165892,,0.8
CPT,165893,165893,,0.8
CPT,165904,165904,,
CPT,165909,165909,,
CPT,165910,165910,,
CPT,165914,165914,,
CPT,165919,165919,,
CPT,165920,165920,,
CPT,165921,165921,,
CPT,165922,165922,,
CPT,165972,165972,,
CPT,165974,165974,,
CPT,166002,166002,,
CPT,166004,166004,,
CPT,166006,166006,,
CPT,166007,166007,,
CPT,166009,166009,,
CPT,166056,166056,,
CPT,166057,166057,,
CPT,166058,166058,,
CPT,166059,166059,,0.8
CPT,166060,166060,,0.8
CPT,166065,166065,,0.8
CPT,166068,166068,,0.8
CPT,166070,166070,,0.8
CPT,166101,166101,,
CPT,166102,166102,,
CPT,166104,166104,,
CPT,166105,166105,,
CPT,166121,166121,,0.8
CPT,166154,166154,,
CPT,166155,166155,,
CPT,166156,166156,,
CPT,166157,166157,,
CPT,166199,166199,,0.8
CPT,166200,166200,,0.8
CPT,166201,166201,,0.8
CPT,166202,166202,,0.8
CPT,166203,166203,,0.8
CPT,166242,166242,,
CPT,166244,166244,,
CPT,166245,166245,,
CPT,166246,166246,,
CPT,166247,166247,,
CPT,166286,166286,,
CPT,166291,166291,,
CPT,166292,166292,,
CPT,166294,166294,,
CPT,166295,166295,,
CPT,166296,166296,,
CPT,166297,166297,,
CPT,166319,166319,,
CPT,166320,166320,,
CPT,166370,166370,,0.8
CPT,166467,166467,,0.8
CPT,166468,166468,,
CPT,166469,166469,,
CPT,166477,166477,,0.8
CPT,166636,166636,,
CPT,166647,166647,,0.81
CPT,166652,166652,,0.81
CPT,166653,166653,,0.81
CPT,166654,166654,,0.81
CPT,166655,166655,,0.81
CPT,166690,166690,,
CPT,166691,166691,,
CPT,166692,166692,,
CPT,166693,166693,,
CPT,166694,166694,,0.8
CPT,166695,166695,,0.8
CPT,166696,166696,,0.8
CPT,166697,166697,,0.8
CPT,166698,166698,,0.8
CPT,166699,166699,,0.8
CPT,166700,166700,,0.8
CPT,166701,166701,,0.8
CPT,166702,166702,,0.8
CPT,166703,166703,,0.8
CPT,166704,166704,,0.8
CPT,166705,166705,,
CPT,166706,166706,,
CPT,166707,166707,,
CPT,166708,166708,,
CPT,166709,166709,,
CPT,166711,166711,,
CPT,166712,166712,,
CPT,166713,166713,,
CPT,166723,166723,,0.8
CPT,166724,166724,,0.8
CPT,166725,166725,,0.8
CPT,166726,166726,,0.8
CPT,166727,166727,,0.8
CPT,166728,166728,,0.8
CPT,166729,166729,,0.8
CPT,166730,166730,,0.8
CPT,166731,166731,,0.8
CPT,166732,166732,,0.8
CPT,166733,166733,,0.8
CPT,166734,166734,,0.8
CPT,166735,166735,,0.8
CPT,166736,166736,,0.8
CPT,166737,166737,,0.8
CPT,166785,166785,,
CPT,166786,166786,,
CPT,166787,166787,,
CPT,166788,166788,,
CPT,166789,166789,,
CPT,166790,166790,,
CPT,166791,166791,,
CPT,166792,166792,,
CPT,166793,166793,,
CPT,166794,166794,,
CPT,166795,166795,,
CPT,166796,166796,,
CPT,166946,166946,,0.8
CPT,167105,167105,,
CPT,167143,167143,,0.805
CPT,167144,167144,,0.805
CPT,167145,167145,,0.805
CPT,167146,167146,,0.805
CPT,167147,167147,,0.805
CPT,167148,167148,,0.805
CPT,167149,167149,,0.805
CPT,167150,167150,,0.805
CPT,167151,167151,,0.805
CPT,167152,167152,,0.805
CPT,167200,167200,,
CPT,167201,167201,,
CPT,167202,167202,,
CPT,167203,167203,,
CPT,167204,167204,,
CPT,167205,167205,,
CPT,167206,167206,,0.8
CPT,167207,167207,,0.8
CPT,167214,167214,,
CPT,167416,167416,,
CPT,167417,167417,,
CPT,167418,167418,,
CPT,167419,167419,,
CPT,167420,167420,,
CPT,167436,167436,,
CPT,167437,167437,,
CPT,167438,167438,,
CPT,167439,167439,,
CPT,167440,167440,,
CPT,167558,167558,,
CPT,167559,167559,,
CPT,167560,167560,,
CPT,167561,167561,,
CPT,167562,167562,,
CPT,167563,167563,,
CPT,167565,167565,,
CPT,167566,167566,,
CPT,167567,167567,,
CPT,167568,167568,,
CPT,167569,167569,,
CPT,167570,167570,,
CPT,167571,167571,,
CPT,167572,167572,,
CPT,167573,167573,,
CPT,167574,167574,,
CPT,167575,167575,,
CPT,167576,167576,,
CPT,168096,168096,,
CPT,168097,168097,,
CPT,168098,168098,,
CPT,168099,168099,,
CPT,168101,168101,,
CPT,168102,168102,,
CPT,168103,168103,,
CPT,168147,168147,,
CPT,168148,168148,,
CPT,168150,168150,,
CPT,168151,168151,,
CPT,168152,168152,,
CPT,168153,168153,,
CPT,168154,168154,,
CPT,168155,168155,,
CPT,168156,168156,,
CPT,168157,168157,,
CPT,168158,168158,,
CPT,168159,168159,,
CPT,168160,168160,,
CPT,168161,168161,,
CPT,168162,168162,,
CPT,168164,168164,,0.8
CPT,168166,168166,,0.8
CPT,168168,168168,,0.8
CPT,168169,168169,,0.8
CPT,168171,168171,,0.8
CPT,168174,168174,,0.8
CPT,168175,168175,,0.8
CPT,168183,168183,,0.8
CPT,168246,168246,,
CPT,168247,168247,,
CPT,168248,168248,,
CPT,168249,168249,,
CPT,168250,168250,,
CPT,168251,168251,,
CPT,168252,168252,,
CPT,168253,168253,,
CPT,168254,168254,,
CPT,168298,168298,,
CPT,168299,168299,,
CPT,168300,168300,,
CPT,168301,168301,,
CPT,168302,168302,,
CPT,168303,168303,,
CPT,168304,168304,,
CPT,168305,168305,,
CPT,168306,168306,,
CPT,168307,168307,,
CPT,168308,168308,,
CPT,168309,168309,,
CPT,168310,168310,,
CPT,168311,168311,,
CPT,168312,168312,,
CPT,168313,168313,,
CPT,168346,168346,,0.8
CPT,168348,168348,,0.8
CPT,168349,168349,,0.8
CPT,168363,168363,,0.8
CPT,168373,168373,,0.8
CPT,168374,168374,,0.8
CPT,168375,168375,,0.8
CPT,168376,168376,,0.8
CPT,168381,168381,,
CPT,168382,168382,,
CPT,168389,168389,,
CPT,168390,168390,,
CPT,168393,168393,,0.8
CPT,168394,168394,,0.8
CPT,168395,168395,,0.8
CPT,168396,168396,,0.8
CPT,168397,168397,,0.8
CPT,168398,168398,,0.8
CPT,168399,168399,,0.8
CPT,168406,168406,,
CPT,168407,168407,,
CPT,168408,168408,,
CPT,168409,168409,,
CPT,168410,168410,,
CPT,168413,168413,,0.81
CPT,168414,168414,,0.81
CPT,168419,168419,,0.81
CPT,168421,168421,,0.81
CPT,168423,168423,,0.81
CPT,168476,168476,,
CPT,168477,168477,,
CPT,168478,168478,,
CPT,168479,168479,,
CPT,168480,168480,,
CPT,168481,168481,,
CPT,168482,168482,,
CPT,168483,168483,,
CPT,168484,168484,,
CPT,168485,168485,,
CPT,168486,168486,,
CPT,168495,168495,,
CPT,168500,168500,,
CPT,168501,168501,,
CPT,168542,168542,,0.8
CPT,168543,168543,,0.8
CPT,168544,168544,,0.8
CPT,168545,168545,,0.8
CPT,168546,168546,,0.8
CPT,168547,168547,,0.8
CPT,168548,168548,,
CPT,168553,168553,,0.81
CPT,168587,168587,,
CPT,168589,168589,,0.8
CPT,168590,168590,,0.8
CPT,168591,168591,,0.8
CPT,168592,168592,,0.8
CPT,168593,168593,,0.8
CPT,168594,168594,,0.8
CPT,168595,168595,,0.8
CPT,168596,168596,,
CPT,168597,168597,,
CPT,168598,168598,,
CPT,168599,168599,,
CPT,168600,168600,,
CPT,168608,168608,,
CPT,168609,168609,,
CPT,168610,168610,,
CPT,168611,168611,,
CPT,168612,168612,,
CPT,168613,168613,,
CPT,168614,168614,,
CPT,168615,168615,,
CPT,168616,168616,,
CPT,168617,168617,,
CPT,168622,168622,,0.8
CPT,168623,168623,,0.8
CPT,168624,168624,,0.8
CPT,168625,168625,,0.8
CPT,168626,168626,,0.8
CPT,168631,168631,,0.8
CPT,168632,168632,,0.8
CPT,168633,168633,,0.8
CPT,168634,168634,,0.8
CPT,168635,168635,,0.8
CPT,168636,168636,,0.8
CPT,168637,168637,,0.8
CPT,168639,168639,,0.8
CPT,168640,168640,,0.8
CPT,168641,168641,,0.8
CPT,168642,168642,,0.8
CPT,168643,168643,,0.8
CPT,168644,168644,,0.8
CPT,168645,168645,,0.8
CPT,168655,168655,,
CPT,168656,168656,,
CPT,168657,168657,,0.8
CPT,168672,168672,,
CPT,168673,168673,,
CPT,168674,168674,,
CPT,168675,168675,,
CPT,168676,168676,,
CPT,168706,168706,,
CPT,168707,168707,,
CPT,168708,168708,,
CPT,168709,168709,,
CPT,168710,168710,,
CPT,168711,168711,,
CPT,168712,168712,,
CPT,168713,168713,,
CPT,168722,168722,,
CPT,168723,168723,,0.8
CPT,168724,168724,,0.8
CPT,168725,168725,,0.8
CPT,168726,168726,,0.8
CPT,168729,168729,,
CPT,168730,168730,,
CPT,168731,168731,,
CPT,168732,168732,,
CPT,168743,168743,,
CPT,168748,168748,,0.8
CPT,168749,168749,,0.8
CPT,168750,168750,,0.8
CPT,168751,168751,,0.8
CPT,168752,168752,,0.8
CPT,168753,168753,,0.8
CPT,168754,168754,,0.8
CPT,168764,168764,,0.8
CPT,168765,168765,,0.8
CPT,168770,168770,,
CPT,168771,168771,,
CPT,168772,168772,,
CPT,168773,168773,,
CPT,168775,168775,,0.8
CPT,168776,168776,,0.8
CPT,168777,168777,,0.8
CPT,168779,168779,,0.8
CPT,168780,168780,,0.8
CPT,168781,168781,,0.8
CPT,168782,168782,,0.8
CPT,168783,168783,,0.8
CPT,168819,168819,,
CPT,168820,168820,,
CPT,168824,168824,,
CPT,168829,168829,,0.8
CPT,168855,168855,,0.8
CPT,168856,168856,,0.8
CPT,169072,169072,,
CPT,169073,169073,,
CPT,169074,169074,,
CPT,169122,169122,,
CPT,169123,169123,,
CPT,169125,169125,,
CPT,169126,169126,,
CPT,169127,169127,,
CPT,169128,169128,,
CPT,169129,169129,,
CPT,169130,169130,,
CPT,169131,169131,,
CPT,169268,169268,,0.8
CPT,169269,169269,,0.8
CPT,169270,169270,,0.8
CPT,169271,169271,,0.8
CPT,169272,169272,,0.8
CPT,169273,169273,,0.8
CPT,169274,169274,,0.8
CPT,169314,169314,,0.8
CPT,169315,169315,,0.8
CPT,169316,169316,,0.8
CPT,169317,169317,,0.8
CPT,169318,169318,,0.8
CPT,169319,169319,,0.8
CPT,169360,169360,,0.8
CPT,169384,169384,,0.8
CPT,169385,169385,,0.8
CPT,169402,169402,,
CPT,169403,169403,,
CPT,169404,169404,,
CPT,169405,169405,,
CPT,169406,169406,,
CPT,169487,169487,,0.8
CPT,169490,169490,,0.8
CPT,169491,169491,,0.8
CPT,169493,169493,,
CPT,169494,169494,,0.8
CPT,169495,169495,,0.8
CPT,169496,169496,,0.8
CPT,169497,169497,,0.8
CPT,169498,169498,,
CPT,169499,169499,,
CPT,169500,169500,,
CPT,169501,169501,,
CPT,169503,169503,,
CPT,169506,169506,,
CPT,169509,169509,,
CPT,169511,169511,,
CPT,169513,169513,,
CPT,169514,169514,,
CPT,169525,169525,,0.8
CPT,169526,169526,,0.8
CPT,169527,169527,,0.8
CPT,169528,169528,,0.8
CPT,169531,169531,,0.8
CPT,169532,169532,,0.8
CPT,169549,169549,,0.8
CPT,169550,169550,,0.8
CPT,169551,169551,,0.8
CPT,169552,169552,,0.8
CPT,169553,169553,,0.8
CPT,169554,169554,,0.8
CPT,169555,169555,,0.8
CPT,169556,169556,,0.8
CPT,169557,169557,,0.8
CPT,169559,169559,,0.8
CPT,169581,169581,,0.8
CPT,169582,169582,,0.8
CPT,169583,169583,,0.8
CPT,169584,169584,,0.8
CPT,169585,169585,,0.8
CPT,169588,169588,,
CPT,169589,169589,,
CPT,169649,169649,,0.8
CPT,169653,169653,,
CPT,169655,169655,,
CPT,169781,169781,,0.8
CPT,169782,169782,,0.8
CPT,169786,169786,,0.8
CPT,169801,169801,,
CPT,169803,169803,,
CPT,169804,169804,,
CPT,169869,169869,,
CPT,169870,169870,,
CPT,169883,169883,,
CPT,169997,169997,,0.8
CPT,169998,169998,,0.8
CPT,170161,170161,,
CPT,170162,170162,,
CPT,170163,170163,,
CPT,170164,170164,,
CPT,170165,170165,,
CPT,170166,170166,,
CPT,170167,170167,,
CPT,170168,170168,,
CPT,170169,170169,,
CPT,170170,170170,,
CPT,170191,170191,,
CPT,170201,170201,,
CPT,170202,170202,,
CPT,170208,170208,,
CPT,170209,170209,,
CPT,170210,170210,,
CPT,170267,170267,,
CPT,170269,170269,,
CPT,170272,170272,,
CPT,170273,170273,,
CPT,170299,170299,,0.8
CPT,170347,170347,,
CPT,170348,170348,,
CPT,170368,170368,,0.8
CPT,170369,170369,,0.8
CPT,170371,170371,,0.8
CPT,170377,170377,,0.81
CPT,170392,170392,,
CPT,170393,170393,,
CPT,170411,170411,,0.8
CPT,170414,170414,,0.8
CPT,170415,170415,,0.8
CPT,170417,170417,,0.8
CPT,170425,170425,,0.8
CPT,170463,170463,,0.8
CPT,170465,170465,,0.8
CPT,170471,170471,,0.8
CPT,170472,170472,,0.8
CPT,170484,170484,,0.8
CPT,170494,170494,,0.8
CPT,170495,170495,,0.8
CPT,170496,170496,,0.8
CPT,170501,170501,,0.8
CPT,170502,170502,,
CPT,170504,170504,,
CPT,170506,170506,,0.8
CPT,170511,170511,,0.8
CPT,170512,170512,,0.8
CPT,170516,170516,,0.8
CPT,170517,170517,,
CPT,170526,170526,,
CPT,170529,170529,,
CPT,170539,170539,,
CPT,170544,170544,,
CPT,170545,170545,,0.8
CPT,170547,170547,,0.8
CPT,170548,170548,,
CPT,170553,170553,,
CPT,170555,170555,,
CPT,170559,170559,,
CPT,170565,170565,,
CPT,170566,170566,,0.8
CPT,170569,170569,,0.8
CPT,170570,170570,,
CPT,170578,170578,,
CPT,170580,170580,,
