File Name,File Key,Layer,Start Depth,End Depth,Depth,Measured Vs,Measured Vs,Thickness,Qc (Geometric Mean),Fs (Geometric Mean),u (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic_calculated (Geometric Mean),Depth_vs,Subset_Region,Subset_Geology,A07H,A07P,A07T,R09,H06,MC15,MC18
SCPT_156308_Raw01_result_layers_stats.csv,156308,3,2.01,3.68,2.845,167,3,1.67,6.053392296,0.0742464,0.00151237,161.4371229,196.5321496,400.8304545,199.7120573,231.0032901,122.7791427,251.0598276,1.968717914,3,5,4,0.033878077,-0.162832217,-0.875544719,-0.178882803,-0.324438141,0.307606659,-0.407697455
SCPT_156308_Raw01_result_layers_stats.csv,156308,4,3.69,5.03,4.36,191,4.5,1.34,12.09160605,0.112073972,,202.091367,246.0242729,545.2239729,238.2052533,263.3712021,158.5243136,297.408754,1.71271688,4.5,5,4,-0.056446479,-0.253156773,-1.048923242,-0.220859283,-0.321291024,0.186365448,-0.442834041
SCPT_156308_Raw01_result_layers_stats.csv,156308,5,5.04,6.03,5.535,204,5.5,0.99,8.070102538,0.08681956,0.0006,197.8589905,240.8718145,478.4850924,221.489828,241.0701853,156.5798147,304.8947284,1.90886051,5.5,5,4,0.030565386,-0.166144908,-0.852505062,-0.082256671,-0.166968123,0.264554116,-0.40184657
SCPT_156308_Raw01_result_layers_stats.csv,156308,6,6.04,7.66,6.85,216,7,1.62,5.161380416,0.044098468,,182.6742989,222.386103,411.9370607,190.0549848,183.3314395,147.2241933,293.6152864,2.035971693,7,5,4,0.167573628,-0.029136666,-0.645592165,0.127964984,0.163982748,0.383321858,-0.306991953
SCPT_156308_Raw01_result_layers_stats.csv,156308,7,7.67,10.18,8.925,239,9,2.51,9.232822238,0.081163773,0.001865159,223.1472966,271.6575784,528.0416004,227.3305489,228.1196604,181.2043714,341.2377078,1.889952447,9,5,4,0.068631476,-0.128078818,-0.792711517,0.050058431,0.046593234,0.276838034,-0.356115773
SCPT_156308_Raw01_result_layers_stats.csv,156308,8,10.19,11.18,10.685,202,10.5,0.99,11.66662967,0.066918799,0.001949713,232.2066377,282.6863416,587.9554985,231.4378139,209.3716151,194.0589553,349.1533732,1.728390707,10.5,5,4,-0.139359958,-0.336070252,-1.068383565,-0.136043518,-0.035843038,0.040105691,-0.547243593
SCPT_156308_Raw01_result_layers_stats.csv,156308,9,11.19,12.21,11.7,196,11.5,1.02,8.719060294,0.065406665,0.002700947,230.3421266,280.4165019,530.8029369,219.5914611,207.5483656,190.4841072,355.4394401,1.923944326,11.5,5,4,-0.161451051,-0.358161345,-0.996276176,-0.113654166,-0.057249741,0.028545895,-0.595240224
SCPT_156308_Raw01_result_layers_stats.csv,156308,10,12.22,13.79,13.005,225,13,1.57,20.79471169,0.074040271,0.00407597,251.0383712,305.6119301,747.6096873,260.5665981,217.6250791,224.6038686,373.3754163,1.434973176,13,5,4,-0.109505399,-0.306215693,-1.200780631,-0.146758081,0.033326641,0.001762136,-0.506483989
SCPT_156308_Raw01_result_layers_stats.csv,156308,11,13.8,15.17,14.485,240,14.5,1.37,23.29933142,0.143086056,0.002642948,284.8247553,346.7431804,789.1699871,290.7664206,284.0722757,248.4960626,418.3854257,1.561610949,14.5,5,4,-0.171235174,-0.367945468,-1.190342821,-0.191881343,-0.168589774,-0.034788077,-0.555764155
SCPT_156308_Raw01_result_layers_stats.csv,156308,12,15.18,16.98,16.08,226,16,1.8,24.47032278,0.060698947,0.003977933,255.466273,311.0024193,812.4418439,264.6134043,204.2739969,239.9217931,384.39838,1.326827196,16,5,4,-0.122555398,-0.319265692,-1.279509336,-0.15773491,0.101072785,-0.059778009,-0.531144463
SCPT_156308_Raw01_result_layers_stats.csv,156308,13,16.99,17.99,17.49,222,17.5,1,23.76158736,0.09271433,0.003388935,278.1007314,338.5574122,810.1145021,277.0925192,238.1049451,253.3353918,414.8402418,1.468119125,17.5,5,4,-0.225306009,-0.422016304,-1.294498216,-0.221674073,-0.07003414,-0.132036888,-0.625216105
SCPT_156308_Raw01_result_layers_stats.csv,156308,14,18,19,18.5,228,18.5,1,23.3596445,0.123661731,0.004569206,294.1409325,358.0846135,809.3689267,285.1796103,262.8054322,262.9003937,436.7750252,1.565698534,18.5,5,4,-0.254713386,-0.45142368,-1.266909212,-0.223773564,-0.142068328,-0.1424296,-0.650072617
SCPT_156310_Raw01_result_layers_stats.csv,156310,1,0.01,1,0.505,186,1,0.99,4.532722415,0.03887965,0.000750335,109.0997507,132.8170878,294.4863046,106.8973184,108.8024499,64.0379029,138.9136192,1.945456563,1,5,4,0.533484066,0.336773772,-0.459485824,0.553877941,0.536212822,1.066271533,0.291894378
SCPT_156310_Raw01_result_layers_stats.csv,156310,2,1.01,2.47,1.74,132,1.5,1.46,8.541787961,0.067332747,0.000941157,151.1751791,184.0393485,434.7669583,183.4833077,192.9406561,111.1157386,218.5358271,1.721799633,1.5,5,4,-0.135637368,-0.332347663,-1.192008237,-0.329321775,-0.379580738,0.172229574,-0.504148047
SCPT_156310_Raw01_result_layers_stats.csv,156310,3,2.48,3.7,3.09,175,3,1.22,6.242900084,0.122026376,0.001361822,175.0191939,213.0668447,409.2519001,222.9266781,302.4049686,131.804695,274.1005709,2.097319525,3,5,4,-0.000109673,-0.196819967,-0.849544885,-0.242056946,-0.546981101,0.28346473,-0.448709112
SCPT_156310_Raw01_result_layers_stats.csv,156310,4,3.71,5.38,4.545,190,4.5,1.67,12.14912255,0.195617449,0.001248783,220.8003857,268.8004696,548.3815157,266.5404262,356.4294958,167.9883139,322.9924943,1.876626363,4.5,5,4,-0.150234989,-0.346945284,-1.059947169,-0.338501853,-0.62911238,0.123129655,-0.530605013
SCPT_156310_Raw01_result_layers_stats.csv,156310,5,5.39,6.38,5.885,227,6,0.99,7.575137831,0.10906538,0.000712254,205.0333201,249.605781,469.9084471,229.3094179,270.2209003,160.8503605,318.8452387,2.022354042,6,5,4,0.101777514,-0.09493278,-0.727587865,-0.010122244,-0.174289756,0.344475523,-0.339755822
SCPT_156310_Raw01_result_layers_stats.csv,156310,6,6.39,7.73,7.06,236,7,1.34,6.029414133,0.090042802,0.000660385,203.1164771,247.272233,438.4894572,216.5949884,248.3116538,161.1313246,325.0812347,2.139264485,7,5,4,0.150052212,-0.046658083,-0.619503964,0.085802608,-0.050852821,0.381612092,-0.320243299
SCPT_156310_Raw01_result_layers_stats.csv,156310,7,7.74,9.16,8.45,216,8.5,1.42,11.00761998,0.200201825,0.001901866,252.2196787,307.0500436,561.7886958,269.1607947,346.4570547,197.408257,379.159976,2.040755684,8.5,5,4,-0.155022041,-0.351732335,-0.955847385,-0.220030543,-0.472480463,0.090004453,-0.562679809
SCPT_156310_Raw01_result_layers_stats.csv,156310,8,9.17,10.16,9.665,238,9.5,0.99,9.66347694,0.175040811,0.001401362,252.6029374,307.5166195,541.7268165,257.4271585,320.0003553,198.9252091,385.18102,2.109648931,9.5,5,4,-0.059548165,-0.256258459,-0.822491172,-0.078466127,-0.296051432,0.179341753,-0.481442732
SCPT_156310_Raw01_result_layers_stats.csv,156310,9,10.17,11.16,10.665,218,10.5,0.99,14.51524993,0.188261625,0.00177476,272.6585762,331.9321797,639.0141871,278.3508883,326.0796142,218.0994898,399.8619831,1.897565209,10.5,5,4,-0.223725313,-0.420435607,-1.075431593,-0.244387443,-0.402646504,-0.000456271,-0.606624383
