File Name,File Key,d,End Depth,Depth,Measured Vs,Subset_Region,Subset_Geology,Qc (Geometric Mean),Fs (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic (Geometric Mean),A07H,A07P,A07T,R09,H06,MC15,MC18
SCPT,57348,9,9.5,9.25,238.5,2,1,16.21793877,0.127166278,233.3154192,284.0361625,657.7170215,253.0201723,271.5994079,206.1399508,366.7614656,1.668993376,0.021978042,-0.174732252,-1.01440547,-0.059099908,-0.129958905,0.145813999,-0.430342369
SCPT,57348,9.5,10,9.75,218.5,2,1,17.38754903,0.144748879,242.0687828,294.6924313,678.9648097,262.4463539,288.9466559,213.5744822,378.1907173,1.6741509,-0.102435898,-0.299146192,-1.133783285,-0.183260681,-0.279456075,0.02280038,-0.548612597
SCPT,57348,10,10.5,10.25,235,2,1,15.52478456,0.143582279,242.69534,295.4551965,653.5225077,259.8950605,291.1285726,212.9199169,382.2886846,1.751120127,-0.032221398,-0.228931692,-1.02279146,-0.100692422,-0.214179486,0.098669396,-0.486590528
SCPT,57348,10.5,11,10.75,240.5,2,1,15.48935947,0.14660059,246.0482374,299.5369846,656.100251,261.8407067,294.4816893,216.0629038,387.9697111,1.767747198,-0.022807514,-0.219517808,-1.003593509,-0.08501624,-0.202496736,0.107150503,-0.478207183
SCPT,57348,11,11.5,11.25,230,2,1,16.16578983,0.151845401,250.6999958,305.1999949,669.9073568,265.7630538,298.7329337,220.8082071,394.3850255,1.760416916,-0.086177679,-0.282887974,-1.06906012,-0.144525828,-0.261470667,0.040784825,-0.539248345
SCPT,57348,11.5,12,11.75,238,2,1,15.35531523,0.148591939,251.4977292,306.1711486,659.7690199,263.9418414,296.7245743,221.4487872,397.4799155,1.795514959,-0.055163287,-0.251873581,-1.01961913,-0.103458107,-0.220533676,0.07207932,-0.512873732
SCPT,57348,12,12.5,12.25,256,2,1,15.19010095,0.140904848,251.6781206,306.3907555,659.8079248,261.8176957,288.8420221,222.6989978,398.900652,1.795030193,0.017026473,-0.179683822,-0.946771325,-0.022470999,-0.120702458,0.13935637,-0.443534949
SCPT,57348,12.5,13,12.75,263,2,1,16.24174549,0.155294934,259.0076451,315.3136549,679.5819251,269.368172,301.8063701,229.2156946,408.290908,1.789736593,0.015296453,-0.181413841,-0.949323761,-0.023925081,-0.137631621,0.137490574,-0.439825898
SCPT,57348,13,13.5,13.25,248.5,2,1,15.35474142,0.135967914,255.1521634,310.620025,667.7584252,261.9237019,283.2927194,227.2948859,405.0567065,1.79429193,-0.026417241,-0.223127535,-0.988483624,-0.052610402,-0.131037862,0.089194614,-0.488584228
SCPT,57348,13.5,14,13.75,264,2,1,15.73172848,0.137749396,258.282319,314.4306492,676.4929145,263.9990836,284.554841,230.7022,409.6398064,1.790270066,0.021895857,-0.174814437,-0.940972871,3.47122E-06,-0.074976895,0.134821402,-0.439329149
SCPT,57348,14,14.5,14.25,265,2,1,17.92156907,0.13211726,260.7957035,317.4904216,713.4488773,267.4903438,276.547564,236.5991603,411.5208766,1.702046503,0.01599247,-0.180717824,-0.990380958,-0.009353642,-0.042653002,0.113362423,-0.440129926
SCPT,57348,14.5,15,14.75,236,2,1,17.12416037,0.14482306,266.0995854,323.9473213,703.6246871,270.5244365,289.8253847,239.1352573,419.9735808,1.766163553,-0.120038815,-0.316749109,-1.092413294,-0.136530627,-0.205446815,-0.013197517,-0.576360001
SCPT,57348,15,15.5,15.25,258.5,2,1,17.7082339,0.128940626,263.879491,321.2445977,715.0470669,267.2259002,273.4960401,240.2048789,417.2892521,1.716992024,-0.020596831,-0.217307126,-1.017452674,-0.033198675,-0.056391449,0.073403473,-0.478883938
SCPT,57348,15.5,16,15.75,229,2,1,11.59458634,0.097227109,248.7625434,302.8413571,610.1213079,241.0446971,246.050021,222.7507515,404.2827264,1.925232006,-0.082776797,-0.279487091,-0.979935799,-0.051260378,-0.071812849,0.027668563,-0.568392447
